KA G2MP 9657
"1,333"
O00
Cnyex
0,KAG2MP9657,0.5814
237,O00100,0.3866
252,000100,0.4194
267,GISOCJ,0.3841
282,MUSISU,0.4556
288,MAINRU,0.4186
291,MIISU,0.8161
294,MEISU,0.5467
294,001100,0.8869
297,WIISU,0.4287
306,GXIS0GJ,0.5065
315,ISISU,0.4599
318,002100,0.7234
339,003100,0.6980
348,LPOSJEQ,0.3885
348,GXISOGJ,0.4578
411,APOSJEO,0.3864
423,APOSJEQ,0.4552
426,KHOSZZK,0.9351
